Country,Year,Total,Total Including Landuse,CO2 Only
Saint Kitts & Nevis,2001,0.2616,0.2455,0.1832
Saint Kitts & Nevis,2002,0.2725,0.2564,0.1979
Saint Kitts & Nevis,2003,0.2972,0.2811,0.2198
Saint Kitts & Nevis,2004,0.3049,0.2887,0.2272
Saint Kitts & Nevis,2005,0.3136,0.2975,0.2345
Saint Kitts & Nevis,2006,0.3125,0.3125,0.2345
Saint Kitts & Nevis,2007,0.3289,0.3289,0.2492
Saint Kitts & Nevis,2008,0.331,0.331,0.2492
Saint Kitts & Nevis,2009,0.3435,0.3435,0.2601
Saint Kitts & Nevis,2010,0.3451,0.3451,0.2601
Saint Kitts & Nevis,2011,0.3544,0.3544,0.2675
Saint Kitts & Nevis,2012,0.3393,0.3393,0.2507
Saint Lucia,1990,0.7927,0.6819,0.1649
Saint Lucia,1991,0.8116,0.6311,0.1722
Saint Lucia,1992,0.8522,0.6703,0.2052
Saint Lucia,1993,0.8818,0.6984,0.2272
Saint Lucia,1994,0.9389,0.754,0.2638
Saint Lucia,1995,1.0069,0.8206,0.3114
Saint Lucia,1996,1.0444,0.8566,0.3298
Saint Lucia,1997,1.0365,0.8472,0.3114
Saint Lucia,1998,0.9906,0.7999,0.3078
Saint Lucia,1999,1.0068,0.8146,0.3188
Saint Lucia,2000,1.0199,0.8263,0.3298
Saint Lucia,2001,1.0571,0.9726,0.3627
Saint Lucia,2002,1.0122,0.9276,0.3261
Saint Lucia,2003,1.0497,0.965,0.3591
Saint Lucia,2004,1.0508,0.9659,0.3554
Saint Lucia,2005,1.0662,0.981,0.3664
Saint Lucia,2006,1.0695,1.0695,0.3664
Saint Lucia,2007,1.093,1.093,0.3847
Saint Lucia,2008,1.1085,1.1085,0.3957
Saint Lucia,2009,1.1021,1.1021,0.3847
Saint Lucia,2010,1.1252,1.1252,0.403
Saint Lucia,2011,1.1317,1.1317,0.4067
Saint Lucia,2012,1.1439,1.1439,0.4157
Saint Vincent & Grenadines,1990,0.1527,0.0887,0.0806
Saint Vincent & Grenadines,1991,0.1484,0.0676,0.0769
Saint Vincent & Grenadines,1992,0.1563,0.0752,0.0843
Saint Vincent & Grenadines,1993,0.1785,0.097,0.1026
Saint Vincent & Grenadines,1994,0.1974,0.1156,0.1209
Saint Vincent & Grenadines,1995,0.2054,0.1232,0.1282
Saint Vincent & Grenadines,1996,0.209,0.1264,0.1319
Saint Vincent & Grenadines,1997,0.209,0.1261,0.1319
Saint Vincent & Grenadines,1998,0.2403,0.157,0.1612
Saint Vincent & Grenadines,1999,0.2439,0.1603,0.1649
Saint Vincent & Grenadines,2000,0.2253,0.1413,0.1466
Saint Vincent & Grenadines,2001,0.2579,0.2038,0.1795
Saint Vincent & Grenadines,2002,0.2562,0.2019,0.1869
Saint Vincent & Grenadines,2003,0.266,0.2116,0.1979
Saint Vincent & Grenadines,2004,0.2879,0.2334,0.2198
Saint Vincent & Grenadines,2005,0.288,0.2333,0.2198
Saint Vincent & Grenadines,2006,0.2882,0.2663,0.2198
Saint Vincent & Grenadines,2007,0.296,0.2742,0.2272
Saint Vincent & Grenadines,2008,0.2999,0.278,0.2308
Saint Vincent & Grenadines,2009,0.3003,0.2785,0.2308
Saint Vincent & Grenadines,2010,0.3036,0.2818,0.2345
Saint Vincent & Grenadines,2011,0.3071,0.2852,0.2382
Saint Vincent & Grenadines,2012,0.3369,0.3151,0.2689
Samoa,1990,0.354,0.3654,0.1246
Samoa,1991,0.3545,-0.4563,0.1246
Samoa,1992,0.3546,-0.4557,0.1282
Samoa,1993,0.3583,-0.4513,0.1282
Samoa,1994,0.3539,-0.4552,0.1209
Samoa,1995,0.3619,-0.4465,0.1319
Samoa,1996,0.3628,-0.4451,0.1319
Samoa,1997,0.3638,-0.4435,0.1319
Samoa,1998,0.3666,-0.4378,0.1319
Samoa,1999,0.3815,-0.4244,0.1392
Samoa,2000,0.3979,-0.409,0.1392
Samoa,2001,0.4176,0.4301,0.1429
Samoa,2002,0.3963,0.4088,0.1429
Samoa,2003,0.4068,0.4227,0.1502
Samoa,2004,0.4211,0.4336,0.1612
Samoa,2005,0.4296,0.4421,0.1685
Samoa,2006,0.4382,0.3881,0.1759
Samoa,2007,0.4507,0.4005,0.1869
Samoa,2008,0.4557,0.4055,0.1905
Samoa,2009,0.4643,0.4142,0.1979
Samoa,2010,0.4726,0.4224,0.2052
Samoa,2011,0.5031,0.472,0.2345
Samoa,2012,0.4309,0.3807,0.161
Sao Tome & Principe,1990,0.0941,0.0941,0.0476
Sao Tome & Principe,1991,0.097,0.097,0.0476
Sao Tome & Principe,1992,0.1,0.1,0.0476
Sao Tome & Principe,1993,0.1022,0.1022,0.0476
Sao Tome & Principe,1994,0.1049,0.1049,0.0476
Sao Tome & Principe,1995,0.1075,0.1075,0.0476
Sao Tome & Principe,1996,0.1074,0.1074,0.0476
Sao Tome & Principe,1997,0.1073,0.1073,0.0476
Sao Tome & Principe,1998,0.1069,0.1069,0.0476
Sao Tome & Principe,1999,0.1068,0.1068,0.0476
Sao Tome & Principe,2000,0.107,0.107,0.0476
Sao Tome & Principe,2001,0.1117,0.1117,0.0513
Sao Tome & Principe,2002,0.1203,0.1203,0.0586
Sao Tome & Principe,2003,0.1286,0.1286,0.066
Sao Tome & Principe,2004,0.1358,0.1358,0.0733
Sao Tome & Principe,2005,0.1397,0.1397,0.0769
Sao Tome & Principe,2006,0.148,0.148,0.0843
Sao Tome & Principe,2007,0.1496,0.1496,0.0843
Sao Tome & Principe,2008,0.1516,0.1516,0.0843
Sao Tome & Principe,2009,0.1608,0.1608,0.0916
Sao Tome & Principe,2010,0.1689,0.1689,0.0989
Sao Tome & Principe,2011,0.1739,0.1739,0.1026
Sao Tome & Principe,2012,0.2109,0.2109,0.1378
Saudi Arabia,1990,187.5249,187.5249,166.5249
Saudi Arabia,1991,209.462,209.462,187.0607
Saudi Arabia,1992,224.3516,224.3516,200.5855
Saudi Arabia,1993,232.6467,232.6467,207.8877
Saudi Arabia,1994,245.235,245.235,219.5434
Saudi Arabia,1995,250.0078,250.0078,223.5395
Saudi Arabia,1996,263.512,263.512,235.6242
Saudi Arabia,1997,246.3431,246.3431,216.9547
Saudi Arabia,1998,262.6951,262.6951,231.9799
Saudi Arabia,1999,268.1024,268.1024,236.2448
Saudi Arabia,2000,279.7043,279.7043,246.3221
Saudi Arabia,2001,286.6015,286.6015,251.9589
Saudi Arabia,2002,303.9807,303.9807,268.9526
Saudi Arabia,2003,317.3844,317.3844,280.171
Saudi Arabia,2004,335.4809,335.4809,296.9786
Saudi Arabia,2005,352.0823,352.0823,312.6536
Saudi Arabia,2006,370.0851,370.0851,329.8377
Saudi Arabia,2007,388.8665,388.8665,347.707
Saudi Arabia,2008,418.3338,418.3338,377.3578
Saudi Arabia,2009,437.7417,437.7417,396.7981
Saudi Arabia,2010,478.2552,478.2552,435.929
Saudi Arabia,2011,498.3,498.3,453.8581
Saudi Arabia,2012,526.967,526.967,480.2278
Senegal,1990,13.3463,23.3239,2.3645
Senegal,1991,13.6248,22.0258,2.3692
Senegal,1992,14.0697,22.4638,2.6104
Senegal,1993,14.3142,22.7015,2.5531
Senegal,1994,14.6409,23.0507,2.6608
Senegal,1995,14.9051,23.2491,2.8144
Senegal,1996,15.2646,23.4198,2.993
Senegal,1997,15.5569,23.9609,3.285
Senegal,1998,15.8858,25.2305,3.6783
Senegal,1999,17.0829,27.3838,4.0383
Senegal,2000,18.3334,27.5363,4.2268
Senegal,2001,19.8714,27.3997,4.6458
Senegal,2002,18.7339,25.9513,4.7744
Senegal,2003,17.8495,24.9313,4.6727
Senegal,2004,20.3856,27.5525,5.6708
Senegal,2005,21.196,28.354,5.958
Senegal,2006,21.5298,28.5367,5.8863
Senegal,2007,21.3841,28.139,6.5419
Senegal,2008,22.5605,29.1201,6.7552
Senegal,2009,22.63,29.0789,7.0061
Senegal,2010,24.3796,30.9565,7.4562
Senegal,2011,24.7001,31.6483,7.7432
Senegal,2012,21.6617,28.1186,5.64
Serbia,1990,,,62.7396
Serbia,1991,,,53.004
Serbia,1992,,,48.5549
Serbia,1993,,,42.7323
Serbia,1994,,,39.2124
Serbia,1995,,,44.8364
Serbia,1996,,,52.2692
Serbia,1997,,,56.8003
Serbia,1998,,,56.7812
Serbia,1999,,,40.4041
Serbia,2000,,,43.5652
Serbia,2001,,,45.8655
Serbia,2002,,,49.3845
Serbia,2003,,,52.7632
Serbia,2004,,,57.331
Serbia,2005,,,50.5093
Serbia,2006,65.9133,65.9164,53.0922
Serbia,2007,64.2033,-0.8144,51.2182
Serbia,2008,62.2975,-4.8861,50.1611
Serbia,2009,59.17,-10.0385,46.7406
Serbia,2010,58.4622,-12.7688,47.1393
Serbia,2011,62.5476,-10.6942,51.1247
Serbia,2012,56.1958,-19.0075,44.09
Seychelles,1990,0.1723,0.1723,0.1136
Seychelles,1991,0.2026,0.2026,0.1429
Seychelles,1992,0.2245,0.2245,0.1649
Seychelles,1993,0.2218,0.2218,0.1612
Seychelles,1994,0.2484,0.2484,0.1869
Seychelles,1995,0.2494,0.2494,0.1869
Seychelles,1996,0.2565,0.2565,0.1942
Seychelles,1997,0.4703,0.4703,0.4067
Seychelles,1998,0.4959,0.4959,0.4324
Seychelles,1999,0.5697,0.5697,0.5056
Seychelles,2000,0.6217,0.6217,0.5569
Seychelles,2001,0.6987,0.6987,0.6339
Seychelles,2002,0.6008,0.6008,0.5386
Seychelles,2003,0.6128,0.6128,0.5496
Seychelles,2004,0.7994,0.7994,0.7365
Seychelles,2005,0.7523,0.7523,0.6888
Seychelles,2006,0.7967,0.7967,0.7328
Seychelles,2007,0.7062,0.7062,0.6412
Seychelles,2008,0.7573,0.7573,0.6925
Seychelles,2009,0.8047,0.8047,0.7401
Seychelles,2010,0.7537,0.7537,0.6888
Seychelles,2011,0.6632,0.6632,0.5972
Seychelles,2012,1.3714,1.3714,1.3043
Sierra Leone,1990,3.7437,9.6171,0.3884
Sierra Leone,1991,3.8055,9.6413,0.469
Sierra Leone,1992,3.6513,9.487,0.2931
Sierra Leone,1993,3.7306,9.5664,0.2895
Sierra Leone,1994,3.7666,9.6024,0.3481
Sierra Leone,1995,3.6866,9.5224,0.3517
Sierra Leone,1996,3.6488,9.416,0.3847
Sierra Leone,1997,3.6311,9.4302,0.392
Sierra Leone,1998,3.5162,9.4437,0.3664
Sierra Leone,1999,3.349,9.2089,0.3517
Sierra Leone,2000,3.3362,9.1831,0.425
Sierra Leone,2001,3.6274,9.3768,0.5679
Sierra Leone,2002,3.9529,9.6976,0.6046
Sierra Leone,2003,4.1472,9.9171,0.6522
Sierra Leone,2004,4.3857,10.1661,0.6412
Sierra Leone,2005,4.5472,10.2648,0.5459
Sierra Leone,2006,5.2238,11.0533,0.7328
Sierra Leone,2007,4.6995,10.4733,0.6412
Sierra Leone,2008,5.0229,10.8489,0.6632
Sierra Leone,2009,5.123,10.9592,0.6522
Sierra Leone,2010,5.3843,11.1052,0.7255
Sierra Leone,2011,5.8617,11.5961,0.8977
Sierra Leone,2012,6.4977,13.0168,1.3112
Singapore,1990,32.2765,32.275,31.1733
Singapore,1991,34.0529,34.0514,32.7866
Singapore,1992,34.9264,34.9249,33.4953
Singapore,1993,40.4513,40.4497,38.8539
Singapore,1994,42.5813,42.5798,40.7962
Singapore,1995,42.6624,42.6608,40.6938
Singapore,1996,44.2282,44.2267,41.8851
Singapore,1997,45.3539,45.3523,42.6451
Singapore,1998,43.6837,43.6821,40.5952
Singapore,1999,44.3874,44.3859,40.9081
Singapore,2000,48.7907,48.7891,44.9716
Singapore,2001,48.9641,48.9687,44.9804
Singapore,2002,49.0358,49.0403,44.8489
Singapore,2003,46.733,46.7376,42.3433
Singapore,2004,49.011,49.0156,44.44
Singapore,2005,47.4556,47.4602,42.72
Singapore,2006,48.176,48.1812,43.23
Singapore,2007,49.9283,49.9335,44.79
Singapore,2008,48.0971,48.1023,42.78
Singapore,2009,49.5578,49.5631,44.07
Singapore,2010,54.6102,54.6154,48.94
Singapore,2011,56.3598,56.3655,50.33
Singapore,2012,56.1208,56.126,49.75
Slovakia,1990,,,58.5386
Slovakia,1991,,,51.0422
Slovakia,1992,,,46.5958
Slovakia,1993,52.8786,52.9225,44.5258
Slovakia,1994,49.5148,39.6209,41.6547
Slovakia,1995,49.9431,40.0503,42.2773
Slovakia,1996,50.5388,40.6467,42.716
Slovakia,1997,50.8223,40.9312,43.0409
Slovakia,1998,49.8548,39.9647,42.155
Slovakia,1999,48.51,38.621,41.1923
Slovakia,2000,46.3185,36.4309,38.8869
Slovakia,2001,47.6719,38.5236,40.0539
Slovakia,2002,47.3231,38.1551,39.5605
Slovakia,2003,47.8228,38.6357,40.031
Slovakia,2004,46.8446,37.638,38.8631
Slovakia,2005,47.7837,38.5581,39.8459
Slovakia,2006,46.995,40.5921,39.2615
Slovakia,2007,46.2438,39.8441,38.7735
Slovakia,2008,45.7699,39.3644,38.5406
Slovakia,2009,41.9624,35.5554,34.9807
Slovakia,2010,43.4475,37.0392,36.6984
Slovakia,2011,42.2029,35.7934,35.3202
Slovakia,2012,40.2308,33.825,33.3425
Slovenia,1990,,,14.0364
Slovenia,1991,,,13.2276
Slovenia,1992,15.8632,15.9257,12.6794
Slovenia,1993,16.5744,7.7433,13.4517
Slovenia,1994,16.6507,7.7653,13.577
Slovenia,1995,17.4908,8.551,14.5246
Slovenia,1996,18.2921,9.2979,15.333
Slovenia,1997,18.8424,9.7938,15.8133
Slovenia,1998,18.6355,9.5326,15.6216
Slovenia,1999,18.0907,8.9334,15.0982
Slovenia,2000,17.7914,8.5796,14.7385
Slovenia,2001,18.6811,5.28,15.5456
Slovenia,2002,18.8273,5.3841,15.6962
Slovenia,2003,18.9796,5.4977,15.8115
Slovenia,2004,19.081,5.5558,15.9699
Slovenia,2005,19.2724,5.7062,16.1469
Slovenia,2006,19.6403,5.8136,16.5339
Slovenia,2007,19.5687,5.697,16.4785
Slovenia,2008,20.4903,6.5769,17.3885
Slovenia,2009,18.5566,4.6015,15.4983
Slovenia,2010,18.9544,4.9577,15.8983
Slovenia,2011,18.8311,4.7932,15.7483
Slovenia,2012,17.7186,3.6385,14.63
Solomon Islands,1990,0.3601,2.0467,0.1612
Solomon Islands,1991,0.3656,2.0522,0.1612
Solomon Islands,1992,0.3722,2.0588,0.1612
Solomon Islands,1993,0.3747,2.0614,0.1576
Solomon Islands,1994,0.3759,2.0626,0.1539
Solomon Islands,1995,0.389,2.0756,0.1612
Solomon Islands,1996,0.3958,2.0824,0.1612
Solomon Islands,1997,0.4026,2.0893,0.1612
Solomon Islands,1998,0.4087,2.0954,0.1612
Solomon Islands,1999,0.4203,2.107,0.1649
Solomon Islands,2000,0.4282,2.1148,0.1649
Solomon Islands,2001,0.4405,2.0537,0.1722
Solomon Islands,2002,0.4477,2.061,0.1722
Solomon Islands,2003,0.4623,2.0756,0.1795
Solomon Islands,2004,0.4715,2.0849,0.1795
Solomon Islands,2005,0.4795,2.093,0.1795
Solomon Islands,2006,0.4876,2.1742,0.1795
Solomon Islands,2007,0.5067,2.1933,0.1905
Solomon Islands,2008,0.515,2.2016,0.1905
Solomon Islands,2009,0.5261,2.2128,0.1942
Solomon Islands,2010,0.5364,2.223,0.1979
Solomon Islands,2011,0.5436,2.2303,0.1979
Solomon Islands,2012,0.6195,2.3062,0.266
South Africa,1990,317.0474,321.7321,257.5412
South Africa,1991,314.2108,315.7579,253.6306
South Africa,1992,309.8022,311.3492,248.8828
South Africa,1993,317.3425,318.8895,255.644
South Africa,1994,323.5077,325.0547,261.5388
South Africa,1995,341.6827,343.2297,279.0114
South Africa,1996,353.5781,355.5329,289.2447
South Africa,1997,369.4118,371.3505,304.0615
South Africa,1998,377.7609,380.8249,311.1541
South Africa,1999,361.2377,363.5483,294.2607
South Africa,2000,368.9956,370.1893,301.3413
South Africa,2001,355.5545,356.6246,287.0942
South Africa,2002,368.7217,369.8475,298.3161
South Africa,2003,394.1702,395.3667,324.6596
South Africa,2004,411.2463,412.2031,341.1627
South Africa,2005,407.7211,409.7067,335.4282
South Africa,2006,409.1269,410.1942,337.0457
South Africa,2007,436.2845,438.4456,362.474
South Africa,2008,466.5024,467.9421,390.9624
South Africa,2009,448.1134,449.4289,371.3734
South Africa,2010,459.3872,460.7485,381.7254
South Africa,2011,445.7805,446.7888,367.1086
South Africa,2012,462.6005,463.7507,382.8149
Spain,1990,274.7757,263.2186,219.3361
Spain,1991,281.7242,245.8529,225.5085
Spain,1992,292.5068,256.0715,236.796
Spain,1993,278.7506,241.7668,221.5549
Spain,1994,291.0657,253.5099,232.4029
Spain,1995,305.453,267.3646,245.8685
Spain,1996,297.9933,259.3386,234.9245
Spain,1997,319.3582,280.3303,254.4753
Spain,1998,332.8306,293.2368,265.1903
Spain,1999,354.9907,314.6203,286.2609
Spain,2000,373.3812,332.6016,302.9325
Spain,2001,375.4275,373.3204,305.7186
Spain,2002,391.7859,389.6796,322.8576
Spain,2003,401.4643,399.3794,331.9891
Spain,2004,418.3431,416.3204,350.0105
Spain,2005,429.9048,428.0813,364.5374
Spain,2006,424.5577,409.2867,358.8031
Spain,2007,438.1339,422.2793,370.9775
Spain,2008,402.052,386.1492,338.0991
Spain,2009,361.6769,345.8124,297.1536
Spain,2010,346.3006,330.4099,280.9265
Spain,2011,345.78,329.9074,281.4606
Spain,2012,339.3602,323.4846,275.5208
Sri Lanka,1990,22.5651,31.5443,3.8379
Sri Lanka,1991,22.3337,31.263,3.9879
Sri Lanka,1992,23.923,32.8024,5.2767
Sri Lanka,1993,24.0791,32.9086,5.1071
Sri Lanka,1994,25.1526,33.9321,5.8017
Sri Lanka,1995,25.2253,33.9549,5.847
Sri Lanka,1996,27.3825,36.0816,8.3617
Sri Lanka,1997,27.6576,36.2801,8.35
Sri Lanka,1998,27.5265,36.1177,8.616
Sri Lanka,1999,29.1151,37.6713,9.4973
Sri Lanka,2000,30.6278,39.1042,10.922
Sri Lanka,2001,30.5601,39.6859,10.8533
Sri Lanka,2002,31.5344,40.6146,11.3756
Sri Lanka,2003,32.7692,41.7994,12.4089
Sri Lanka,2004,33.0954,42.0482,12.8862
Sri Lanka,2005,35.0548,43.9417,14.0075
Sri Lanka,2006,33.6508,40.446,12.4588
Sri Lanka,2007,34.7321,41.4936,13.6564
Sri Lanka,2008,35.0276,41.7712,12.8677
Sri Lanka,2009,34.3235,41.0571,12.4153
Sri Lanka,2010,35.6133,42.2908,13.2266
Sri Lanka,2011,38.4975,45.1583,15.5455
Sri Lanka,2012,38.5791,45.2091,15.86
Sudan,1990,76.6541,143.9901,5.5843
Sudan,1991,78.036,143.4576,5.0443
Sudan,1992,83.3551,148.7706,4.7646
Sudan,1993,86.6239,152.0481,3.4646
Sudan,1994,92.3517,157.7698,4.9206
Sudan,1995,93.5989,159.0183,4.7542
Sudan,1996,95.5343,160.0395,4.5505
Sudan,1997,100.5711,171.4528,5.4792
Sudan,1998,106.1708,182.7801,5.0089
Sudan,1999,110.3268,187.4397,5.4836
Sudan,2000,118.6733,191.5039,5.8733
Sudan,2001,116.3268,135.8624,6.4253
Sudan,2002,127.9111,153.6994,7.8726
Sudan,2003,129.8663,146.5493,8.1256
Sudan,2004,133.7145,155.0125,8.8939
Sudan,2005,141.0194,159.5854,10.4049
Sudan,2006,137.8216,160.649,12.8089
Sudan,2007,147.1181,167.3795,13.8712
Sudan,2008,147.7617,171.6731,14.9746
Sudan,2009,151.0676,184.6186,15.4514
Sudan,2010,146.9691,171.2487,16.5316
Sudan,2011,152.2234,181.3503,17.1704
Sudan,2012,148.6225,177.3542,14.46
Suriname,1990,2.9594,5.0932,1.81
Suriname,1991,3.3036,5.4374,2.0995
Suriname,1992,3.3954,5.5292,2.1105
Suriname,1993,3.387,5.5208,2.1544
Suriname,1994,3.3847,5.5185,2.1618
Suriname,1995,3.4419,5.5757,2.1801
Suriname,1996,3.4166,5.5359,2.1288
Suriname,1997,3.3818,5.5179,2.1398
Suriname,1998,3.3964,5.6228,2.1618
Suriname,1999,3.3913,5.4747,2.1508
Suriname,2000,3.3148,5.3707,2.1251
Suriname,2001,3.4868,5.5193,2.2717
Suriname,2002,3.3792,5.4331,2.257
Suriname,2003,3.441,5.7598,2.246
Suriname,2004,3.4699,5.6594,2.2973
Suriname,2005,3.5108,5.5893,2.3853
Suriname,2006,3.6218,8.5432,2.4476
Suriname,2007,3.623,8.5,2.4476
Suriname,2008,3.7191,8.6589,2.4476
Suriname,2009,3.8176,8.887,2.4732
Suriname,2010,3.7706,8.595,2.3889
Suriname,2011,3.3001,8.12,1.9089
Suriname,2012,3.5951,8.6304,2.2682
Swaziland,1990,1.9825,3.0395,0.425
Swaziland,1991,1.9327,2.0396,0.3261
Swaziland,1992,1.9126,2.0358,0.2638
Swaziland,1993,1.617,1.7563,0.1319
Swaziland,1994,1.978,2.1335,0.4836
Swaziland,1995,1.9869,2.1587,0.4543
Swaziland,1996,1.9116,2.1,0.3408
Swaziland,1997,2.7866,2.9727,1.2018
Swaziland,1998,2.806,3.0552,1.2128
Swaziland,1999,2.8189,3.0431,1.2348
Swaziland,2000,2.7936,3.0189,1.1871
Swaziland,2001,2.6549,2.7955,1.1395
Swaziland,2002,2.6347,2.7977,1.1248
Swaziland,2003,2.6269,2.8055,1.0442
Swaziland,2004,2.627,2.8556,1.0296
Swaziland,2005,2.6349,2.8498,1.0149
Swaziland,2006,2.5784,2.655,1.0149
Swaziland,2007,2.695,3.0081,1.0626
Swaziland,2008,2.7348,3.0532,1.0955
Swaziland,2009,2.687,2.8074,1.0442
Swaziland,2010,2.7611,2.9163,1.0406
Swaziland,2011,2.77,2.9089,1.0442
Swaziland,2012,2.6822,2.8528,0.9369
Sweden,1990,68.3717,90.2612,54.0248
Sweden,1991,68.7193,71.2171,54.7645
Sweden,1992,71.4664,73.9642,57.2895
Sweden,1993,71.2921,73.7899,56.8372
Sweden,1994,73.5094,76.0072,59.1236
Sweden,1995,72.999,75.4968,58.8741
Sweden,1996,78.5777,81.0737,64.3501
Sweden,1997,72.4136,74.908,58.2612
Sweden,1998,72.8908,75.4203,59.0312
Sweden,1999,71.5488,74.0437,57.8568
Sweden,2000,67.5783,70.0706,54.0327
Sweden,2001,66.8874,44.4689,53.539
Sweden,2002,68.5452,46.117,55.3154
Sweden,2003,69.4261,46.9881,56.3548
Sweden,2004,67.9122,45.4645,54.8497
Sweden,2005,64.5153,42.0579,51.6884
Sweden,2006,62.0164,39.6265,49.4893
Sweden,2007,60.2169,37.7741,47.8193
Sweden,2008,58.2246,35.8003,45.8536
Sweden,2009,55.111,32.6682,43.2593
Sweden,2010,60.4737,38.0309,48.6536
Sweden,2011,56.8,34.3572,44.8836
Sweden,2012,53.6686,31.2258,41.8636
Switzerland,1990,52.5967,51.3604,44.1878
Switzerland,1991,54.5407,51.5785,46.2613
Switzerland,1992,54.375,51.4015,46.2615
Switzerland,1993,51.8598,48.8749,43.8932
Switzerland,1994,50.9919,47.9956,43.0564
Switzerland,1995,51.7084,48.7008,43.8442
Switzerland,1996,52.4164,49.3975,44.5437
Switzerland,1997,50.8078,47.7775,43.197
Switzerland,1998,52.6503,49.6087,45.0754
Switzerland,1999,52.6347,49.5817,45.1597
Switzerland,2000,51.755,48.6907,44.3296
Switzerland,2001,52.8843,50.2514,45.3376
Switzerland,2002,51.7755,49.1348,44.3496
Switzerland,2003,52.9212,50.2733,45.569
Switzerland,2004,53.4873,50.8311,46.0599
Switzerland,2005,54.066,51.4021,46.6242
Switzerland,2006,53.7826,51.1489,46.2715
Switzerland,2007,51.795,49.1539,44.2532
Switzerland,2008,53.3196,50.6711,45.7932
Switzerland,2009,51.8772,49.2212,44.3532
Switzerland,2010,53.3818,50.7183,45.8232
Switzerland,2011,49.3194,46.6485,41.7543
Switzerland,2012,50.7499,48.0715,43.1536
Syria,1990,55.029,54.8257,30.7566
Syria,1991,59.1663,58.1622,33.3666
Syria,1992,60.2901,59.2794,32.8834
Syria,1993,60.9035,59.8862,32.5555
Syria,1994,64.1922,63.1683,33.8416
Syria,1995,68.1658,67.1353,35.7667
Syria,1996,70.8253,69.787,38.1718
Syria,1997,72.5084,71.4636,39.6169
Syria,1998,76.9631,75.9117,43.5999
Syria,1999,76.1177,75.0599,42.8233
Syria,2000,75.9839,74.9195,42.7741
Syria,2001,75.0278,73.9683,42.737
Syria,2002,77.2877,76.2215,45.0254
Syria,2003,77.2385,76.1655,44.7833
Syria,2004,80.7402,79.662,48.2503
Syria,2005,90.5766,89.49,57.734
Syria,2006,94.248,93.0247,60.8025
Syria,2007,98.0743,96.8413,64.3968
Syria,2008,98.5784,97.3358,65.774
Syria,2009,92.6796,91.4274,60.2959
Syria,2010,92.0391,90.7772,60.7638
Syria,2011,89.4584,88.1869,56.7421
Syria,2012,73.7612,72.4998,40.6131
Tajikistan,1990,,,11.1104
Tajikistan,1991,,,10.265
Tajikistan,1992,13.0283,13.0284,7.6179
Tajikistan,1993,10.1445,10.2361,5.1302
Tajikistan,1994,7.9545,8.0462,3.0089
Tajikistan,1995,7.3045,7.3963,2.4913
Tajikistan,1996,6.7589,6.8529,2.2256
Tajikistan,1997,6.9365,7.029,2.4983
Tajikistan,1998,6.9097,7.0016,2.7573
Tajikistan,1999,6.5062,6.5982,2.5447
Tajikistan,2000,6.0458,6.1378,2.1956
Tajikistan,2001,6.0392,6.0392,2.1466
Tajikistan,2002,6.0433,6.0433,2.1313
Tajikistan,2003,6.2246,6.2246,2.1743
Tajikistan,2004,6.9706,6.9706,2.5853
Tajikistan,2005,7.0829,7.0829,2.4646
Tajikistan,2006,7.6346,7.6346,2.6792
Tajikistan,2007,8.3354,8.3354,3.2576
Tajikistan,2008,8.6264,8.6264,3.0253
Tajikistan,2009,8.2498,8.2498,2.3889
Tajikistan,2010,8.3114,8.3114,2.4229
Tajikistan,2011,8.6116,8.6116,2.5402
Tajikistan,2012,9.0919,9.0919,2.74
Tanzania,1990,41.8313,146.432,1.9775
Tanzania,1991,42.1157,145.4749,1.9475
Tanzania,1992,42.2422,145.6051,1.9375
Tanzania,1993,42.7415,146.1081,1.9975
Tanzania,1994,42.8852,146.2555,1.9676
Tanzania,1995,46.777,150.151,2.8168
Tanzania,1996,45.3222,150.1847,3.1627
Tanzania,1997,45.151,148.2082,2.9678
Tanzania,1998,48.4668,153.5908,2.7884
Tanzania,1999,49.5029,153.5741,2.624
Tanzania,2000,47.6801,148.7677,3.044
Tanzania,2001,52.1031,157.0049,3.237
Tanzania,2002,52.3665,154.9238,3.693
Tanzania,2003,57.2867,163.3763,3.9099
Tanzania,2004,58.11,162.8514,5.2482
Tanzania,2005,60.9287,167.9255,5.7766
Tanzania,2006,58.8578,159.6126,6.1715
Tanzania,2007,61.1854,163.5175,6.0834
Tanzania,2008,63.207,165.4953,6.3508
Tanzania,2009,64.0122,166.0934,6.1673
Tanzania,2010,67.3545,169.2771,7.3805
Tanzania,2011,70.6463,171.6775,8.5545
Tanzania,2012,70.1786,171.7267,8.89
Thailand,1990,151.3081,171.4057,89.4308
Thailand,1991,163.0905,175.4134,98.4751
Thailand,1992,175.4252,187.7467,108.6184
Thailand,1993,192.405,204.725,123.8383
Thailand,1994,209.491,221.8095,140.1878
Thailand,1995,225.7784,238.0955,157.5893
Thailand,1996,247.6653,259.8258,177.7393
Thailand,1997,253.7375,265.8546,180.9559
Thailand,1998,232.5975,246.8254,159.9318
Thailand,1999,243.0696,255.782,166.6535
Thailand,2000,244.5344,256.4304,167.4468
Thailand,2001,255.9365,261.1364,176.7685
Thailand,2002,272.9532,278.7219,193.7545
Thailand,2003,287.9662,293.2314,203.7695
Thailand,2004,306.8481,314.4179,222.4421
Thailand,2005,315.6187,322.1399,229.6533
Thailand,2006,319.6563,318.8372,232.5454
